,Id,LotFrontage,LotArea,OverallQual,OverallCond,YearBuilt,YearRemodAdd,MasVnrArea,BsmtFinSF1,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,TotRmsAbvGrd,Fireplaces,GarageYrBlt,GarageCars,GarageArea,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,MiscVal,YrSold,Total_sqr_footage,Total_Bathrooms,Total_porch_sf,has2ndfloor,hasgarage,hasbsmt,hasfireplace,MSSubClass_120,MSSubClass_160,MSSubClass_190,MSSubClass_20,MSSubClass_30,MSSubClass_50,MSSubClass_60,MSSubClass_70,MSSubClass_80,MSSubClass_85,MSSubClass_90,MSZoning_FV,MSZoning_RL,MSZoning_RM,LotShape_IR1,LotShape_IR2,LotShape_Reg,LandContour_Bnk,LandContour_HLS,LandContour_Low,LandContour_Lvl,LotConfig_Corner,LotConfig_CulDSac,LotConfig_FR2,LotConfig_Inside,LandSlope_Gtl,LandSlope_Mod,Neighborhood_BrDale,Neighborhood_BrkSide,Neighborhood_ClearCr,Neighborhood_CollgCr,Neighborhood_Crawfor,Neighborhood_Edwards,Neighborhood_Gilbert,Neighborhood_IDOTRR,Neighborhood_MeadowV,Neighborhood_Mitchel,Neighborhood_NAmes,Neighborhood_NWAmes,Neighborhood_NoRidge,Neighborhood_NridgHt,Neighborhood_OldTown,Neighborhood_SWISU,Neighborhood_Sawyer,Neighborhood_SawyerW,Neighborhood_Somerst,Neighborhood_StoneBr,Neighborhood_Timber,Condition1_Artery,Condition1_Feedr,Condition1_Norm,Condition1_PosN,Condition1_RRAn,Condition2_Norm,BldgType_1Fam,BldgType_2fmCon,BldgType_Duplex,BldgType_Twnhs,BldgType_TwnhsE,HouseStyle_1.5Fin,HouseStyle_1Story,HouseStyle_2Story,HouseStyle_SFoyer,HouseStyle_SLvl,RoofStyle_Gable,RoofStyle_Hip,RoofMatl_CompShg,Exterior1st_AsbShng,Exterior1st_BrkFace,Exterior1st_CemntBd,Exterior1st_HdBoard,Exterior1st_MetalSd,Exterior1st_Plywood,Exterior1st_Stucco,Exterior1st_VinylSd,Exterior1st_Wd Sdng,Exterior1st_WdShing,Exterior2nd_AsbShng,Exterior2nd_BrkFace,Exterior2nd_CmentBd,Exterior2nd_HdBoard,Exterior2nd_MetalSd,Exterior2nd_Plywood,Exterior2nd_Stucco,Exterior2nd_VinylSd,Exterior2nd_Wd Sdng,Exterior2nd_Wd Shng,MasVnrType_BrkFace,MasVnrType_None,MasVnrType_Stone,ExterQual_Ex,ExterQual_Fa,ExterQual_Gd,ExterQual_TA,ExterCond_Fa,ExterCond_Gd,ExterCond_TA,Foundation_BrkTil,Foundation_CBlock,Foundation_PConc,Foundation_Slab,BsmtQual_Ex,BsmtQual_Fa,BsmtQual_Gd,BsmtQual_TA,BsmtCond_Fa,BsmtCond_Gd,BsmtCond_TA,BsmtExposure_Av,BsmtExposure_Gd,BsmtExposure_Mn,BsmtExposure_No,BsmtFinType1_ALQ,BsmtFinType1_BLQ,BsmtFinType1_GLQ,BsmtFinType1_LwQ,BsmtFinType1_Rec,BsmtFinType1_Unf,BsmtFinType2_ALQ,BsmtFinType2_BLQ,BsmtFinType2_GLQ,BsmtFinType2_LwQ,BsmtFinType2_Rec,BsmtFinType2_Unf,Heating_GasA,HeatingQC_Ex,HeatingQC_Fa,HeatingQC_Gd,HeatingQC_TA,CentralAir_N,CentralAir_Y,Electrical_FuseA,Electrical_FuseF,Electrical_SBrkr,KitchenQual_Ex,KitchenQual_Fa,KitchenQual_Gd,KitchenQual_TA,Functional_Min1,Functional_Min2,Functional_Mod,Functional_Typ,FireplaceQu_Ex,FireplaceQu_Fa,FireplaceQu_Gd,FireplaceQu_Po,FireplaceQu_TA,GarageType_Attchd,GarageType_Basment,GarageType_BuiltIn,GarageType_Detchd,GarageFinish_Fin,GarageFinish_RFn,GarageFinish_Unf,GarageQual_Fa,GarageQual_TA,GarageCond_Fa,GarageCond_TA,PavedDrive_N,PavedDrive_P,PavedDrive_Y,MoSold_1,MoSold_10,MoSold_11,MoSold_12,MoSold_2,MoSold_3,MoSold_4,MoSold_5,MoSold_6,MoSold_7,MoSold_8,MoSold_9,SaleType_COD,SaleType_New,SaleType_WD,SaleCondition_Abnorml,SaleCondition_Family,SaleCondition_Normal,SaleCondition_Partial,SalePrice
176,177,18.780724825519012,13.7859188129103,6,3.994101438644549,1988,1989,22.15676334762834,133.62955701648218,0.0,47.5821224440385,386.83418597531875,5.6159585596228005,1213.5263072084974,0.0,8.232901230763275,0.0,0.6842917134747305,2,1.0678876958578156,4,0.7509478719701147,2.277915931077867,0.9003221774014758,1988.0,2.0,521.0,0.0,23.276166701284488,0.0,0.0,24.161407529242716,0.0,2007,1352.7718227846024,2.8760897046662732,47.437574230527204,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,211000
177,178,17.107068094391167,14.452302259265357,5,3.994101438644549,1958,1958,0.0,21.184368285957607,10.465144166610566,66.0633540292454,359.3675144752079,5.661056020193683,891.114435816522,0.0,8.15122970104393,0.9910479265414203,0.0,2,0.0,4,0.7509478719701147,2.277915931077867,0.9003221774014758,1958.0,2.0,451.0,0.0,0.0,0.0,0.0,0.0,0.0,2006,928.4250042892838,2.9910479265414205,0.0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,172500
178,179,14.683559286435797,14.992018717550065,9,3.994101438644549,2008,2009,35.166833348722875,233.9165549747822,0.0,46.86393905192122,661.2531543000273,6.011672992556123,0.0,0.0,8.327140875035003,0.9910479265414203,0.0,2,0.0,1,0.7509478719701147,2.391303420876598,0.9003221774014758,2009.0,3.0,1166.0,0.0,11.862201682208914,0.0,0.0,0.0,0.0,2009,239.92822796733833,2.9910479265414205,11.862201682208914,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,501837
179,180,14.275996160916574,13.440196374170538,5,4.682840759547975,1923,2006,0.0,0.0,0.0,92.00328255591623,335.69018592030443,5.500880658731286,0.0,0.0,7.362574810102128,0.0,0.0,1,0.0,2,0.7509478719701147,1.8451791332286638,0.0,1935.0,2.0,480.0,0.0,0.0,13.764618191149644,0.0,0.0,0.0,2007,5.500880658731286,1.0,13.764618191149644,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,100000
180,181,8.321052521582889,10.66997525810787,6,3.994101438644549,2000,2000,28.20051978810232,86.27375625845903,0.0,47.5821224440385,274.1467523822116,5.355255252114971,1014.9670990804264,0.0,7.884758528255771,0.0,0.0,2,1.0678876958578156,3,0.7509478719701147,1.8451791332286638,0.9003221774014758,2000.0,2.0,440.0,0.0,0.0,0.0,0.0,0.0,0.0,2007,1106.5961105910003,2.533943847928908,0.0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,177000
181,182,13.430717492313928,13.19738737652385,7,4.682840759547975,1920,1950,0.0,74.57538037854037,0.0,57.65949270560033,285.094303457641,5.455732484769839,1220.6491989687622,0.0,8.077725555447715,0.0,0.0,1,1.0678876958578156,4,0.7509478719701147,2.391303420876598,0.9003221774014758,1920.0,1.0,216.0,0.0,0.0,7.229222205126521,0.0,0.0,0.0,2006,1300.6803118320724,1.5339438479289078,7.229222205126521,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,200100
182,183,14.275996160916574,13.569940733965774,5,4.682840759547975,1957,2006,13.81488929154001,0.0,0.0,0.0,0.0,5.702892048945074,0.0,0.0,7.735686484601272,0.0,0.0,1,0.0,3,0.7509478719701147,2.151620166593836,0.9003221774014758,1957.0,1.0,252.0,30.40172591388638,0.0,0.0,6.276372759894319,0.0,0.0,2007,5.702892048945074,1.0,36.6780986737807,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,120000
183,184,14.683559286435797,14.065772191387232,7,3.994101438644549,2003,2003,0.0,0.0,0.0,112.56770172298828,443.9919977820782,5.712893490155863,964.204255972444,0.0,8.245238452993435,0.0,0.0,2,1.0678876958578156,3,0.7509478719701147,2.0090237520113132,0.0,2003.0,2.0,484.0,54.01431592562823,23.769829819455403,0.0,0.0,0.0,0.0,2008,969.9171494625998,2.533943847928908,77.78414574508363,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,200000
184,185,18.227165403082882,13.155773795691047,5,6.004982745830326,1908,1991,0.0,0.0,0.0,62.44281631176531,196.60575058858495,5.479747575407401,405.6368957866421,0.0,7.657544149149224,0.0,0.0,1,0.0,3,0.7509478719701147,1.8451791332286638,0.0,1986.0,2.0,576.0,28.290561660193962,0.0,0.0,0.0,0.0,0.0,2006,411.11664336204956,1.0,28.290561660193962,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,127000
185,186,18.001729617884255,15.614522003858015,10,6.643461817259935,1892,1993,0.0,0.0,0.0,99.60022190900465,374.68241996544873,5.779216764735385,2112.8131489087527,5.0307332292200435,8.887389588105266,0.0,0.0,2,1.0678876958578156,4,0.7509478719701147,2.675356079538172,1.6789461801423684,1993.0,3.0,840.0,0.0,24.81720916315194,0.0,0.0,35.69967160095925,0.0,2006,2118.592365673488,2.533943847928908,60.51688076411119,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,475000
186,187,14.753258150417931,13.768401263348446,7,3.994101438644549,1990,1991,0.0,108.49634282970328,0.0,67.68272466684051,396.9870197361232,5.643537170973526,0.0,0.0,7.624958923776224,0.9910479265414203,0.0,2,0.0,3,0.7509478719701147,2.0090237520113132,0.0,1990.0,2.0,497.0,38.75512921940201,7.7082601633172185,0.0,0.0,0.0,0.0,2009,114.13988000067681,2.9910479265414205,46.46338938271923,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,173000
187,188,14.275996160916574,13.865625618800033,5,5.352171267632849,1916,1987,0.0,0.0,0.0,73.31409711097778,245.2681565083511,5.386746480076906,941.6849075168552,4.139220190471934,7.979957295996213,0.0,0.0,2,1.0678876958578156,3,0.7509478719701147,2.277915931077867,0.0,1916.0,1.0,180.0,0.0,0.0,0.0,5.919510591440655,0.0,0.0,2009,947.0716539969321,2.533943847928908,5.919510591440655,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,135000
188,189,14.817355263875847,13.035020556532855,5,3.994101438644549,1979,1979,22.42008664436039,160.14178891925428,0.0,0.0,368.85171219685685,5.64708357544925,0.0,0.0,7.631548776185101,1.9700767698541592,0.0,0,2.233842193809372,2,1.2485192713528988,2.0090237520113132,1.6789461801423684,1979.0,2.0,528.0,31.087452319420816,0.0,0.0,0.0,0.0,0.0,2009,165.78887249470353,3.0869978667588454,31.087452319420816,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,153337
189,190,11.430427412925752,12.310815026261242,8,3.994101438644549,2001,2002,0.0,166.75212401863666,0.0,57.58134455430068,504.7384063715464,5.8085581584014,0.0,0.0,7.9351328158525085,0.9910479265414203,0.0,1,1.0678876958578156,0,0.7509478719701147,1.8451791332286638,0.9003221774014758,2001.0,2.0,682.0,0.0,16.929648878705496,0.0,0.0,26.175774335236948,0.0,2008,172.56068217703807,2.524991774470328,43.105423213942444,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,286000
190,191,15.600087907285713,13.89830264605916,8,6.004982745830326,1932,1994,0.0,66.4133307065728,0.0,66.20527015791052,302.6515434766419,5.791528077177308,1618.200117182569,0.0,8.55954567500069,0.0,0.0,2,1.0678876958578156,3,0.7509478719701147,2.494211273960976,1.6789461801423684,1932.0,2.0,440.0,0.0,13.23049003005412,0.0,0.0,0.0,0.0,2007,1690.4049759663192,2.533943847928908,13.23049003005412,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,315000
191,192,14.89715618705079,13.16527325811583,7,6.643461817259935,1972,2004,16.268699477584143,110.29567981260097,0.0,23.30464600834947,264.89894699641536,5.317615021563894,1012.1435884364324,0.0,7.8494180941925915,0.9910479265414203,0.0,1,1.0678876958578156,4,0.7509478719701147,2.151620166593836,0.0,1972.0,2.0,484.0,0.0,8.468256404631735,0.0,0.0,0.0,0.0,2007,1127.7568832705972,2.524991774470328,8.468256404631735,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,184000
192,193,15.342856210337564,13.559872948398382,7,3.994101438644549,1999,1999,0.0,102.26633351292584,0.0,86.42824357103514,462.3214800496327,5.743178667418154,0.0,0.0,7.811374022864845,0.9910479265414203,0.0,2,0.0,3,0.7509478719701147,2.0090237520113132,0.0,1999.0,2.0,666.0,0.0,8.893999266452745,0.0,0.0,0.0,0.0,2009,108.00951218034399,2.9910479265414205,8.893999266452745,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,192000
193,194,8.285169736603116,11.00099185437073,7,3.994101438644549,2004,2004,9.910575731164508,0.0,0.0,92.11570816262824,336.25818446039614,5.502176645987368,990.9797294974062,0.0,8.016391201951482,0.0,0.0,2,0.0,3,0.7509478719701147,2.151620166593836,0.0,2004.0,2.0,380.0,0.0,9.562138030795692,0.0,0.0,0.0,0.0,2006,996.4819061433935,2.0,9.562138030795692,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,130000
194,195,14.275996160916574,13.08236290769591,5,5.352171267632849,1972,1972,0.0,79.96982328989658,0.0,60.19824403057722,305.8454675410244,5.429238555827748,0.0,0.0,7.232755567327139,0.0,0.0,1,0.0,3,0.7509478719701147,1.8451791332286638,0.0,1989.0,1.0,352.0,0.0,0.0,0.0,0.0,0.0,0.0,2008,85.39906184572433,1.0,0.0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,127000
195,196,8.285169736603116,10.809653105024147,6,4.682840759547975,1976,1976,0.0,103.00869353015214,0.0,44.75510722655929,303.23281433842675,5.422611042754709,797.3795637358079,0.0,7.831342007759486,0.0,0.0,2,1.0678876958578156,3,0.7509478719701147,2.151620166593836,0.9003221774014758,1976.0,2.0,440.0,25.13989764412999,0.0,0.0,0.0,0.0,0.0,2009,905.8108683087147,2.533943847928908,25.13989764412999,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,148500
